generic,disease,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_UNIT,max_dose_dd_iu,route,
Gentamicin,Urinary Tract Infection,,,,,12,120,,,3,5,,,,,,,,,IV,
Gentamicin,Urinary Tract Infection,,,1,,,11,,,6,7.5,,,,,,,,,IM,
Gentamicin,Urinary Tract Infection,1,29,,,,,,,5,7.5,,,,,,,,,IM,
Gentamicin,Urinary Tract Infection,,,1,,,11,,,6,7.5,,,,,,,,,IV,
Gentamicin,Urinary Tract Infection,1,29,,,,,,,5,7.5,,,,,,,,,IV,
Imipenem + Cilastatin,Bacteremia,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Bacteremia,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bacteremia,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bacteremia,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bacterial Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Bacterial Infection,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bacterial Infection,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bacterial Infection,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bone and Joint Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Bone and Joint Infection,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bone and Joint Infection,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bone and Joint Infection,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bronchitis,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Bronchitis,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bronchitis,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Bronchitis,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Endocarditis,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Endocarditis,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Endocarditis,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Endocarditis,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Endometritis,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Endometritis,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Endometritis,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Endometritis,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Intraabdominal Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Intraabdominal Infection,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Intraabdominal Infection,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Intraabdominal Infection,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Osteomyelitis,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Osteomyelitis,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Osteomyelitis,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Osteomyelitis,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pelvic Infections,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Pelvic Infections,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pelvic Infections,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pelvic Infections,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Peritonitis,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Peritonitis,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Peritonitis,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Peritonitis,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pneumonia,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Pneumonia,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pneumonia,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pneumonia,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pyelonephritis,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Pyelonephritis,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pyelonephritis,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Pyelonephritis,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Septicemia,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Septicemia,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Septicemia,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Septicemia,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Skin and Structure Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Skin and Structure Infection,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Skin and Structure Infection,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Skin and Structure Infection,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Imipenem + Cilastatin,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Imipenem + Cilastatin,Urinary Tract Infection,,,1,3,,,,,100,125,,,4000,,,,,,IV,
Imipenem + Cilastatin,Urinary Tract Infection,,,3,,,11,,,60,100,,,4000,,,,,,IV,
Imipenem + Cilastatin,Urinary Tract Infection,1,29,,,,,,,50,75,,,4000,,,,,,IV,
Isoniazid  + Thiacetazone,Mycobacterium kansasii,,,,,12,120,,,,,,,,,600,900,,,IM,
Isoniazid  + Thiacetazone,Mycobacterium kansasii,,,,,12,120,,,,,,,,,600,900,,,PO,
Isoniazid  + Thiacetazone,Tuberculosis - Active,,,,,12,120,,,5,10,,,300,,,,,,IM,
Isoniazid  + Thiacetazone,Tuberculosis - Active,,,,,12,120,,,5,10,,,300,,,,,,PO,
Isoniazid  + Thiacetazone,Tuberculosis - Active,,,1,,,11,,,10,15,,,300,,,,,,IM,
Isoniazid  + Thiacetazone,Tuberculosis - Active,,,1,,,11,,,10,15,,,300,,,,,,PO,
Isoniazid  + Thiacetazone,Tuberculosis - Latent,,,,,12,120,,,10,20,,,300,,,,,,PO,
Isoniazid  + Thiacetazone,Tuberculosis - Latent,,,1,,,11,,,10,20,,,300,,,,,,IM,
Isoniazid  + Thiacetazone,Tuberculosis - Latent,,,1,,,11,,,10,20,,,300,,,,,,PO,
Isoniazid  + Thiacetazone,Tuberculosis - Prophylaxis,,,,,12,120,,,,,,,,,300,600,,,PO,
Isoniazid + Pyrazinamide + Rifampicin,Tuberculosis - Active,,,,,15,120,,44.5,,,,,,,200,400,,,PO,
Isoniazid + Pyrazinamide + Rifampicin,Tuberculosis - Active,,,,,15,120,54.6,,,,,,,,300,600,,,PO,
Isoniazid + Pyrazinamide + Rifampicin,Tuberculosis - Active,,,,,15,120,44.6,54.5,,,,,,,250,500,,,PO,
Isoniazid + Rifampicin,Tuberculosis - Active,,,,,15,120,,,,,,,,,300,600,,,PO,
Levofloxacin,Anthrax Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Anthrax Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Anthrax Prophylaxis,,,6,,,11,,,16,24,,,,,,,,,IV,
Levofloxacin,Anthrax Prophylaxis,,,6,,,11,,,16,24,,,,,,,,,PO,
Levofloxacin,Bronchitis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Bronchitis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Chlamydia Infection,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Chlamydia Infection,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Cutaneous Bacillus anthracis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Cutaneous Bacillus anthracis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Cutaneous Bacillus anthracis,,,6,,,11,,,16,24,,,,,,,,,IV,
Levofloxacin,Cutaneous Bacillus anthracis,,,6,,,11,,,16,24,,,,,,,,,PO,
Levofloxacin,Cystitis,,,,,12,120,,,,,,,,,250,500,,,IV,
Levofloxacin,Cystitis,,,,,12,120,,,,,,,,,250,500,,,PO,
Levofloxacin,Epididymitis - Sexually Transmitted,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Epididymitis - Sexually Transmitted,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Inhalation Bacillus anthracis,,,6,,,11,,,16,24,,,,,,,,,IV,
Levofloxacin,Inhalation Bacillus anthracis,,,6,,,11,,,16,24,,,500,,,,,,PO,
Levofloxacin,Nongonococcal Urethritis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Nongonococcal Urethritis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,500,750,,,IV,
Levofloxacin,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,750,1500,,,PO,
Levofloxacin,Pelvic Inflammatory Disease,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Pelvic Inflammatory Disease,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Plague,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Plague,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Plague,,,6,,,11,,,16,24,,,,,,,,,IV,
Levofloxacin,Plague,,,6,,,11,,,16,24,,,,,,,,,PO,
Levofloxacin,Plague Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Plague Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Plague Prophylaxis,,,6,,,11,,,16,24,,,,,,,,,IV,
Levofloxacin,Plague Prophylaxis,,,6,,,11,,,16,24,,,,,,,,,PO,
Levofloxacin,Pneumonia,,,,,12,120,,,,,,,,,500,750,,,IV,
Levofloxacin,Pneumonia,,,,,12,120,,,,,,,,,500,750,,,PO,
Levofloxacin,Prostatitis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Prostatitis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Pyelonephritis,,,,,12,120,,,,,,,,,250,500,,,IV,
Levofloxacin,Pyelonephritis,,,,,12,120,,,,,,,,,250,500,,,PO,
Levofloxacin,Sinusitis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Sinusitis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Skin and Structure Infection,,,,,12,120,,,,,,,,,500,750,,,IV,
Levofloxacin,Skin and Structure Infection,,,,,12,120,,,,,,,,,500,750,,,PO,
Levofloxacin,Tuberculosis - Active,,,,,12,120,,,,,,,,,500,1000,,,IV,
Levofloxacin,Tuberculosis - Active,,,,,12,120,,,,,,,,,500,1000,,,PO,
Levofloxacin,Urinary Tract Infection,,,,,12,120,,,,,,,,,250,750,,,IV,
Levofloxacin,Urinary Tract Infection,,,,,12,120,,,,,,,,,250,750,,,PO,
Linezolid,Bacteremia,,,,,12,120,,,,,,,,,1200,2400,,,IV,
Linezolid,Bacteremia,,,,,12,120,,,,,,,,,1200,2400,,,PO,
Linezolid,Bacteremia,8,,,,,11,,,30,40,,,,,,,,,IV,
Linezolid,Bacteremia,1,7,,,,,,,20,30,,,,,,,,,IV,
Linezolid,Bacteremia,8,,,,,11,,,30,40,,,,,,,,,PO,
Linezolid,Bacteremia,1,7,,,,,,,20,30,,,,,,,,,PO,
Linezolid,Bacterial Infection,,,,,12,120,,,,,,,,,1200,2400,,,IV,
Linezolid,Bacterial Infection,,,,,12,120,,,,,,,,,1200,2400,,,PO,
Linezolid,Bacterial Infection,8,,,,,11,,,30,40,,,,,,,,,IV,
Linezolid,Bacterial Infection,1,7,,,,,,,20,30,,,,,,,,,IV,
Linezolid,Bacterial Infection,8,,,,,11,,,30,40,,,,,,,,,PO,
Linezolid,Bacterial Infection,1,7,,,,,,,20,30,,,,,,,,,PO,
Linezolid,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,1200,2400,,,IV,
Linezolid,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,1200,2400,,,PO,
Linezolid,Nosocomial Pneumonia,8,,,,,11,,,30,40,,,,,,,,,IV,
Linezolid,Nosocomial Pneumonia,1,7,,,,,,,20,30,,,,,,,,,IV,
Linezolid,Nosocomial Pneumonia,8,,,,,11,,,30,40,,,,,,,,,PO,
Linezolid,Nosocomial Pneumonia,1,7,,,,,,,20,30,,,,,,,,,PO,
Linezolid,Pneumonia,,,,,12,120,,,,,,,,,1200,2400,,,IV,
Linezolid,Pneumonia,,,,,12,120,,,,,,,,,1200,2400,,,PO,
Linezolid,Pneumonia,8,,,,,11,,,30,40,,,,,,,,,IV,
Linezolid,Pneumonia,1,7,,,,,,,20,30,,,,,,,,,IV,
Linezolid,Pneumonia,8,,,,,11,,,30,40,,,,,,,,,PO,
Linezolid,Pneumonia,1,7,,,,,,,20,30,,,,,,,,,PO,
Linezolid,Skin and Structure Infection,,,,,12,120,,,,,,,,,800,1200,,,IV,
Linezolid,Skin and Structure Infection,,,,,12,120,,,,,,,,,800,1200,,,PO,
Linezolid,Skin and Structure Infection,8,,,,,11,,,30,40,,,,,,,,,IV,
Linezolid,Skin and Structure Infection,1,7,,,,,,,20,30,,,,,,,,,IV,
Linezolid,Skin and Structure Infection,8,,,,,11,,,30,40,,,,,,,,,PO,
Linezolid,Skin and Structure Infection,1,7,,,,,,,20,30,,,,,,,,,PO,
Lomefloxacin,Bronchitis,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Cystitis,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Prostatitis,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Salmonella Enteric Fever,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Salmonella Gastroenteritis,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Shigellosis,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Transurethral Prostatectomy,,,,,18,120,,,,,,,,,400,800,,,PO,
Lomefloxacin,Urinary Tract Infection,,,,,18,120,,,,,,,,,400,800,,,PO,
lsoniazid,Mycobacterium kansasii,,,,,12,120,,,5,10,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Active,,,,,12,120,,,5,10,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Active,,,,,12,120,,,5,10,,,300,,,,,,IV,
lsoniazid,Tuberculosis - Active,,,,,12,120,,,5,10,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Active,,,1,,,11,,,10,15,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Active,,,1,,,11,,,10,15,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Extrapulmonary,,,,,12,120,,,5,10,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Extrapulmonary,,,,,12,120,,,5,10,,,300,,,,,,IV,
lsoniazid,Tuberculosis - Extrapulmonary,,,,,12,120,,,5,10,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Extrapulmonary,,,1,,,11,,,10,15,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Extrapulmonary,,,1,,,11,,,10,15,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Latent,,,,,12,120,,,5,10,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Latent,,,,,12,120,,,5,10,,,300,,,,,,IV,
lsoniazid,Tuberculosis - Latent,,,,,12,120,,,10,20,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Latent,,,1,,,11,,,10,15,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Latent,,,1,,,11,,,10,15,,,300,,,,,,PO,
lsoniazid,Tuberculosis - Prophylaxis,,,,,12,120,,,,,,,,,300,600,,,PO,
lsoniazid,Tuberculosis - Prophylaxis,,,1,,,11,,,10,15,,,300,,,,,,IM,
lsoniazid,Tuberculosis - Prophylaxis,,,1,,,11,,,10,15,,,300,,,,,,PO,
lsoniazid,Tuberculous Meningitis,,,1,,,11,,,10,15,,,300,,,,,,IM,
lsoniazid,Tuberculous Meningitis,,,1,,,11,,,10,15,,,300,,,,,,PO,
Lymecycline,Bronchitis,,,,,12,120,,,,,,,,,408,812,,,PO,
Lymecycline,Intraabdominal Infection,,,,,12,120,,,,,,,,,408,812,,,PO,
Lymecycline,Sinusitis,,,,,12,120,,,,,,,,,408,812,,,PO,
Lymecycline,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,408,812,,,PO,
Lymecycline,Trachoma,,,,,12,120,,,,,,,,,408,812,,,PO,
Meropenem,Intraabdominal Infection,,,,,12,120,,,,,,,,,3000,4000,,,IV,
Meropenem,Intraabdominal Infection,,,3,,,11,,,60,80,,,3000,,,,,,IV,
Meropenem,Meningitis,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Meropenem,Meningitis,,,3,,,11,,,120,140,,,6000,,,,,,IV,
Meropenem,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,3000,4000,,,IV,
Meropenem,Skin and Structure Infection,,,,,12,120,,,,,,,,,1500,2000,,,IV,
Meropenem,Skin and Structure Infection,,,3,,,11,,,30,40,,,1500,,,,,,IV,
Metronidazole,Amebiasis,,,,,12,120,,,,,,,,,1500,2250,,,PO,
Metronidazole,Amebiasis,,,1,,,11,,,35,50,,,,,,,,,PO,
Metronidazole,Bacterial Infection,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Bacterial Infection,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Bacterial Infection,,,1,,,11,,,22.5,40,,,4000,,,,,,IV,
Metronidazole,Bacterial Infection,1,29,,,,,,,15,30,,,,,,,,,IV,
Metronidazole,Bacterial Infection,,,1,,,11,,,15,50,,,2250,,,,,,PO,
Metronidazole,Bacterial Vaginosis,,,,,12,18,,,,,,,,,1000,1500,,,PO,
Metronidazole,Bacterial Vaginosis,,,,,12,120,,,,,,,,,750,1500,,,PO,
Metronidazole,Bacterial Vaginosis,,,1,,,11,,,15,25,,,2000,,,,,,PO,
Metronidazole,Bacterial Vaginosis,,,1,,,11,,,,,,,,,1000,1500,,,PO,
Metronidazole,Balantidium coli,,,,,12,120,,,,,,,,,1500,2250,,,PO,
Metronidazole,Balantidium coli,,,1,,,11,,,35,50,,,1500,,,,,,PO,
Metronidazole,Bone and Joint Infection,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Bone and Joint Infection,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Dientamoeba fragilis,,,,,12,120,,,,,,,,,1500,2250,,,PO,
Metronidazole,Dientamoeba fragilis,,,1,,,11,,,35,50,,,1500,,,,,,PO,
Metronidazole,Giardiasis,,,,,12,120,,,,,,,,,750,1000,,,PO,
Metronidazole,Giardiasis,,,1,,,11,,,15,20,,,750,,,,,,PO,
Metronidazole,Helicobacter pylori Infection,,,,,12,120,,,,,,,,,1000,2000,,,PO,
Metronidazole,Intraabdominal Infection,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Intraabdominal Infection,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Intraabdominal Infection,,,1,,,11,,,30,40,,,,,,,,,IV,
Metronidazole,Liver Abscess,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Liver Abscess,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Meningitis,,,3,,,11,,,120,140,,,6000,,,,,,IV,
Metronidazole,Nongonococcal Urethritis,,,,,12,18,,,,,,,,,2000,3000,,,PO,
Metronidazole,Nongonococcal Urethritis,,,,,18,120,,,,,,,,,2000,3000,,,PO,
Metronidazole,Nongonococcal Urethritis,,,1,,,11,,,,,,,,,2000,3000,,,PO,
Metronidazole,Osteomyelitis,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Osteomyelitis,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Pelvic Inflammatory Disease,,,,,12,18,,,,,,,,,1000,1500,,,PO,
Metronidazole,Pelvic Inflammatory Disease,,,,,18,120,,,,,,,,,1000,1500,,,PO,
Metronidazole,Peritonitis,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Peritonitis,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Pseudomembranous Colitis,,,,,12,120,,,,,,,,,1500,2000,,,IV,
Metronidazole,Pseudomembranous Colitis,,,,,12,120,,,,,,,,,1500,2000,,,PO,
Metronidazole,Pseudomembranous Colitis,,,1,,,11,,,30,37.5,,,2000,,,,,,PO,
Metronidazole,Skin and Structure Infection,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Skin and Structure Infection,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Skin and Structure Infection,,,1,,,11,,,30,37.5,,,2000,,,,,,PO,
Metronidazole,Skin or Soft Tissue Infection,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Skin or Soft Tissue Infection,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Metronidazole,Skin or Soft Tissue Infection,,,1,,,11,,,30,37.5,,,2000,,,,,,PO,
Metronidazole,STD Prophylaxis,,,,,12,18,,,,,,,,,2000,3000,,,PO,
Metronidazole,STD Prophylaxis,,,,,18,120,,,,,,,,,2000,3000,,,PO,
Metronidazole,Surgical Prophylaxis,,,,,12,120,,,7.5,15,,,4000,,,,,,IV,
Metronidazole,Surgical Prophylaxis,1,29,,,,,,,7.5,15,,,,,,,,,IV,
Metronidazole,Surgical Prophylaxis,1,29,,,,,,,15,30,,,,,,,,,IV,
Metronidazole,Surgical Prophylaxis,,,1,,,11,,,15,30,,,,,,,,,IV,
Metronidazole,Trichomoniasis,,,,,12,18,39.6,,,,,,,,2000,3000,,,PO,
Metronidazole,Trichomoniasis,,,,,18,120,,,,,,,,,750,2000,,,PO,
Metronidazole,Trichomoniasis,,,1,,,11,,39.5,45,60,,,2000,,,,,,PO,
Metronidazole,Trichomoniasis,,,1,,,11,39.6,,,,,,,,2000,3000,,,PO,
Metronidazole,Wound Infection,,,,,12,120,,,15,30,,,4000,,,,,,IV,
Metronidazole,Wound Infection,,,,,12,120,,,15,30,,,4000,,,,,,PO,
Moxifloxacin,Anthrax Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Anthrax Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Bronchitis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Bronchitis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Cutaneous Bacillus anthracis,,,,,2,5,,,10,15,,,,,,,,,IV,
Moxifloxacin,Cutaneous Bacillus anthracis,,,,,6,11,,,8,12,,,,,,,,,IV,
Moxifloxacin,Cutaneous Bacillus anthracis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Cutaneous Bacillus anthracis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Cutaneous Bacillus anthracis,,,3,,,2,,,12,18,,,,,,,,,IV,
Moxifloxacin,Cutaneous Bacillus anthracis,1,29,,,,,,,5,10,,,,,,,,,IV,
Moxifloxacin,Inhalation Bacillus anthracis,,,,,2,5,,,10,15,,,,,,,,,IV,
Moxifloxacin,Inhalation Bacillus anthracis,,,,,6,11,,,8,12,,,,,,,,,IV,
Moxifloxacin,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Inhalation Bacillus anthracis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Inhalation Bacillus anthracis,,,3,,,2,,,12,18,,,,,,,,,IV,
Moxifloxacin,Intraabdominal Infection,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Intraabdominal Infection,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Plague,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Plague,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Plague Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Plague Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Pneumonia,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Pneumonia,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Sinusitis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Sinusitis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Skin and Structure Infection,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Skin and Structure Infection,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Surgical Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Surgical Prophylaxis,,,,,12,120,,,,,,,,,400,800,,,PO,
Moxifloxacin,Tuberculosis - Active,,,,,12,120,,,,,,,,,400,800,,,IV,
Moxifloxacin,Tuberculosis - Active,,,,,12,120,,,,,,,,,400,800,,,PO,
Nalidixic Acid,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,4000,,,PO,
Nalidixic Acid,Urinary Tract Infection,,,3,,,11,,,33,55,,,4000,,,,,,PO,
Nitrofurantoin,Cystitis,,,,,12,120,,,,,,,,,200,400,,,PO,
Nitrofurantoin,Cystitis,,,1,,,11,,,5,7,,,400,,,,,,PO,
Nitrofurantoin,Cystitis Prophylaxis,,,,,12,120,,,,,,,,,100,200,,,PO,
Nitrofurantoin,Cystitis Prophylaxis,,,1,,,11,,,1,2,,,100,,,,,,PO,
Nitrofurantoin,Long Term Suppresive Therapy,,,,,12,120,,,,,,,,,50,100,,,PO,
